,,,,,,,,,,,,,,,,,,,
1,Unit Listing,,,,,,,,Specifications,,,,,,,,Manufacturer,,Notes
2,Brand,Series,,,Wattages + Links,Tier,Year,,Size,ATX Ver.,Input Range,Modularity,Efficiency,Topology,,,ODM,Platform Code,Notes
1044,,Performance,,A (XP-R5),430-730W,E,2014,,ATX,ATX 2.x,230V,No,W,DF,PR,GR,HEC,,
1045,,,,C,400/500/600W,E,2015,,ATX,ATX 2.x,230V,No,N,DF,PR,GR,XHY,,Not independently regulated and no 80+ or Cybenetics certification
1046,,Redwing,,R7,350-600W,F,2019,,ATX,ATX 2.x,230V,No,N,DF,PR,GR,HKC,ATX-02?,PPFC and no 80+ certification; e-waste
1047,,,,,700W,F,2019,,ATX,ATX 2.x,230V,No,N,DF,PR,GR,Unknown,,
1048,,,,,,,,,,,,,,,,,,,
1049,Zalman,Acrux,,,750-1200W,B,2017,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Enhance,13XX GT Platinum,
1050,,EBT,,,650/750W,C+,2016,,ATX,ATX 2.x,Full,Semi,G,LLC,SR,DC-DC,High Power,NO-771,
1051,,,,,850/1000/1200W,C+,2015,,ATX,ATX 2.x,Full,Full,G,DF,SR,DC-DC,High Power,NO-763,
1052,,Gigamax,GV,II-A,500/600/700W,E,2022,,ATX,ATX 2.x,Full,No,B,DF,PR,GR,Andyson,M5,"Claimed DC-DC, internal shots from 2023 show otherwise. Confirmed GR."
1053,,,,III (3),550/650/750W,E,2024,,ATX,ATX 3.x,230V,No,S,DF,SSR,DC-DC,Jiumeng,,"No protections testing, performance testing is not extensive. Need further testing to move beyond tier E since Jiumeng is the OEM."
1054,,GVM,,,500/600/700W,E,2015,,ATX,ATX 2.x,Full,Semi,B,DF,PR,GR,High Power,NO-782,
1055,,Megamax,TXII,V1,500/600/700W,E,2020,,ATX,ATX 2.x,230V,No,W,DF,PR,GR,Jiumeng,,Pre production sample used for testing.
1056,,,,V2,500-800W,E,2021,,ATX,ATX 2.x,230V,No,W,DF,PR,GR,Jiumeng,,
1057,,,II (GV2SE),,500/600/700W,F,2024,,ATX,ATX 2.x,230V,No,B,DF,PR,DC-DC,Jiumeng,,"12V and 5V OCP malfunction, allowing the unit to have varying issues of OOS voltage drops and/or OOS ripple."
1058,,TX,,,500/600/700W,C-,2016,,ATX,ATX 2.x,230V,No,W,DF,SR,DC-DC,Jiumeng,,
1059,,Teramax,II,SE,750/850/1000W,B+,2024,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,Jiumeng,JM-880-QT,"1000W has very poor transient response in the 200% ATX 3.1 excursion test, poor regulation on 3.3V, OCP is set way too high on the minor rails."
1060,,Wattbitt,,II (XE II),400/500/600W,F,2016,,ATX,ATX 2.x,230V,No,N,DF,PR,GR,Jiumeng,,"PPFC; e-waste, same as the 83+ XE"
1061,,,,83+ (XE),400/500/600W,F,2015,,ATX,ATX 2.x,230V,No,N,DF,PR,GR,Jiumeng,,PPFC; e-waste
1062,,WattGiga,,,500/600/700W,E,2018,,ATX,ATX 2.x,Full,Semi,B,DF,PR,GR,Jiumeng,,Korean exclusive
1063,,,,,,,,,,,,,,,,,,,
